Apparel ID,apparel name,type,age range,size,Cloth material,Prize Range,Top wear/bottom wear/,texture,Gender,Colour,Cloth sleeves,Events,matching body type,matching face type,Skin tone Matching,Undertone Matching
APRL_070,Women's Printed Maxi Dress,Maxi Dress,Adults,M,Viscose Blend,Mid-Range,"Top wear, Bottom wear","Printed, Smocked/Gathered waist, Flowy, Maxi-length",Female,"Multicolored (White, Green, Blue, Yellow, Red, Black)",Sleeveless,"casual, seasonal, vacation, party","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_071,Women's Button-Front Maxi Dress,Maxi Dress,Adults,M,Viscose Blend,Mid-Range,"Top wear, Bottom wear","Printed, Button front, Maxi-length",Female,"Navy Blue, Multicolored Print",Sleeveless,"casual, seasonal, vacation","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_072,Women's Halter Neck Midi Dress,Maxi Dress,Adults,M,Satin/Silk Blend,High-Range,"Top wear, Bottom wear","Shiny, Smooth, Flowy, Halter neck, Midi-length",Female,Blue/Teal,Sleeveless,"formal, party, wedding","rectangle, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_073,Women's Tiered Maxi Dress,Maxi Dress,Adults,M,Cotton/Poly Blend,Mid-Range,"Top wear, Bottom wear","Textured, Tiered skirt, Button front, Puffed sleeves, Maxi-length",Female,Pink,Full sleeves,"casual, seasonal, vacation, party","rectangle, pear, apple, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_074,Women's Floral Wrap Dress,Wrap Dress,Adults,M,Viscose Blend,Mid-Range,"Top wear, Bottom wear","Printed, Wrap style, Ruffled hem, Flowy, Midi-length",Female,"Purple, Beige (Printed)",Short sleeves,"casual, seasonal, vacation, party","hourglass, rectangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_075,Women's Wrap Mini Dress,Wrap Dress,Adults,M,Knit Blend,Low-Range,"Top wear, Bottom wear","Knit, Fitted, Wrap style, Mini-length",Female,Black,Short sleeves,"casual, party","hourglass, rectangle, inverted triangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_076,Women's Floral Midi Dress,Wrap Dress,Adults,M,Viscose Blend,Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral pattern, Drawstring waist, Flowy, Matte",Female,"Navy Blue, Yellow, White, Green (Printed)",Elbow sleeves,"casual, seasonal, vacation, party","rectangle, pear, apple, hourglass, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_077,Women's Floral Midi Dress,Wrap Dress,Adults,M,Georgette/Chiffon,Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral pattern, Flowy, Sheer layer",Female,"Yellow, Multicolored Print",Short sleeves,"casual, seasonal, vacation, party","rectangle, pear, apple, hourglass, inverted triangle","oval, round, square, heart, diamond, rectangular","tan, olive, fair, light","warm, neutral"
APRL_078,Women's Fitted Midi Dress,Bodycon Dress,Adults,M,Poly Blend,Mid-Range,"Top wear, Bottom wear","Smooth, Knit, Fitted, Square neck",Female,Teal Green,Short sleeves,"business, formal, party, seasonal","hourglass, rectangle, inverted triangle, pear","oval, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_079,Women's Ruched Bodycon Dress,Bodycon Dress,Adults,M,Knit Blend,Mid-Range,"Top wear, Bottom wear","Ruched, Fitted, Knit",Female,Black,Sleeveless,"party, formal, wedding, seasonal","hourglass, rectangle, inverted triangle, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_080,Women's Mock Neck Midi Dress,Bodycon Dress,Adults,M,Knit Blend,Mid-Range,"Top wear, Bottom wear","Knit, Smooth, Matte, Mock neck",Female,Brown/Rust,Elbow sleeves,"casual, business, seasonal","rectangle, inverted triangle, pear, apple, hourglass","oval, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_081,Women's Smocked Floral Dress,Bodycon Dress,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smocked bodice, Printed fabric, Floral pattern, Flowy, Ruffled hem",Female,"Blue, White (Printed)",Short sleeves,"casual, seasonal, vacation, party","apple, pear, rectangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_082,Men's Denim Jacket,Denim Jacket,Adults,L,Denim,Mid-Range,Top wear,"Denim, Woven, Textured, Metal buttons, Pockets",Male,Light Blue Denim,Full sleeves,"casual, seasonal, vacation, party","rectangle, inverted triangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_083,Men's Denim Jacket,Denim Jacket,Adults,L,Denim,Mid-Range,Top wear,"Denim, Woven, Textured, Contrast stitching, Metal buttons, Pockets",Male,Dark Blue Denim,Full sleeves,"casual, seasonal, vacation, party","rectangle, inverted triangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_084,Women's Denim Kimono Jacket,Denim Jacket,Adults,M,Denim,Mid-Range,Top wear,"Denim, Woven, Belted, Wrap style, Textured",Female,Blue Denim,3/4 sleeves,"casual, seasonal, vacation","hourglass, rectangle, pear, inverted triangle, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_085,Men's Black Denim Jacket,Denim Jacket,Adults,L,Denim,Mid-Range,Top wear,"Denim, Woven, Textured, Metal buttons, Pockets",Male,Black Denim,Full sleeves,"casual, seasonal, vacation, party","rectangle, inverted triangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_086,Men's Black Blazer,Blazer,Adults,L,Poly Blend,Mid-Range,Top wear,"Smooth, Woven, Matte",Male,Black,Full sleeves,"business, formal, party, wedding, seasonal","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_087,Men's Cream Blazer,Blazer,Adults,L,Cotton Blend/Linen Blend,Mid-Range,Top wear,"Textured weave, Matte",Male,Cream/Off-white,Full sleeves,"business, formal, party, wedding, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","dark, tan, olive, fair, light","warm, neutral"
APRL_088,Men's Checked Blazer,Blazer,Adults,L,Poly Blend,Mid-Range,Top wear,"Woven, Check pattern, Smooth, Matte",Male,"Light Blue, White (Checked)",Full sleeves,"business, casual, formal, party, seasonal","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_089,Men's Light Grey Suit Jacket,Blazer,Adults,L,Poly Blend/Wool Blend,High-Range,Top wear,"Smooth, Woven, Matte",Male,Light Grey,Full sleeves,"business, formal, wedding, party, seasonal","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_090,Men's Grey Blazer,Blazer,Adults,L,Poly Blend/Wool Blend,Mid-Range,Top wear,"Textured weave, Matte",Male,Grey,Full sleeves,"business, casual, formal, seasonal","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_091,Women's Coat,Trench Coat,Adults,M,Wool Blend,High-Range,Top wear,"Textured, Matte, Structured",Female,"Black, Gold",Full sleeves,"business, formal, party, seasonal","rectangle, inverted triangle, hourglass","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_092,Women's Belted Coat,Trench Coat,Adults,M,Wool Blend,High-Range,Top wear,"Textured, Matte, Structured, Belted",Female,Beige/Khaki,Full sleeves,"business, formal, seasonal, casual","hourglass, rectangle, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_093,Women's Open Front Coatigan,Trench Coat,Adults,M,Knit Blend,Mid-Range,Top wear,"Knit, Textured, Open front",Female,Light Grey,Full sleeves,"casual, seasonal, business","rectangle, inverted triangle, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_094,Women's Textured Coat,Trench Coat,Adults,M,Bouclé/Textured Blend,High-Range,Top wear,"Textured, Bouclé, Matte",Female,Red,Full sleeves,"party, formal, seasonal, wedding","rectangle, inverted triangle, hourglass","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_095,Men's Bomber Jacket,Trench Coat,Adults,L,Poly Blend,Mid-Range,Top wear,"Smooth, Matte, Ribbed cuffs/hem",Male,Red,Full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_096,Men's Faux Suede Bomber Jacket,Bomber Jacket,Adults,L,Faux Suede,Mid-Range,Top wear,"Textured (Suede-like), Matte, Ribbed cuffs/hem",Male,Navy Blue,Full sleeves,"casual, seasonal, party","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_097,Women's Windbreaker Jacket,Bomber Jacket,Adults,M,Poly Blend,Mid-Range,Top wear,"Smooth, Matte, Lightweight, Hooded, Color block",Female,"Black, Grey, Pink, White",Full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_098,Men's Bomber Jacket,Bomber Jacket,Adults,L,Poly Blend,Mid-Range,Top wear,"Smooth, Matte, Ribbed collar/cuffs/hem",Male,White,Full sleeves,"casual, seasonal, vacation, party","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_099,Girls' Zip-Up Hoodie,Hoodie,Kids,M,Cotton Blend,Low-Range,Top wear,"Knit, Soft, Hooded, Printed text",Female,Light Pink,Full sleeves,"casual, seasonal","rectangle, pear, apple, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_100,Men's Track Jacket,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Matte, Zipper front, Logo detail",Male,Olive Green,Full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_101,Men's Zip-Up Hoodie,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded, Zipper front",Male,Black,Full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_102,Men's Pullover Hoodie,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded, Kangaroo pocket, Graphic print",Male,Khaki/Tan,Full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_103,Men's Pullover Hoodie,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded, Kangaroo pocket, Contrast stitching",Male,Maroon/Burgundy,Full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_104,Kids' Zip-Up Hoodie,Hoodie,Kids,M,Cotton Blend,Low-Range,Top wear,"Knit, Soft, Hooded, Zipper front, Graphic print",Unisex,"Yellow, Navy Blue",Full sleeves,"casual, seasonal","rectangle, pear, apple, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_105,Men's Pullover Hoodie,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded",Male,Light Grey,Full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_106,Men's Pullover Hoodie,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded, Kangaroo pocket, Embroidered text",Male,Beige,Full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_107,Women's Sports Bra/Crop Top,Sports Bra,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Smooth, Fitted, Zipper detail, High neck",Female,Sage Green,Sleeveless,sport,"hourglass, rectangle, inverted triangle","oval, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_108,Women's Sports Bra,Sports Bra,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Smooth, Fitted, Mesh detail",Female,Black,Sleeveless,sport,"hourglass, rectangle, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_109,Women's Sports Bra/Crop Top,Sports Bra,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Smooth, Fitted, Zipper detail, Straps",Female,Rust Orange,Sleeveless,sport,"hourglass, rectangle, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_110,Men's Workout T-Shirt,Gym T-Shirt,Adults,L,Poly Blend,Mid-Range,Top wear,"Knit, Printed pattern, Smooth, Lightweight",Male,"Grey, Dark Grey",Short sleeves,sport,"rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_111,Women's Workout T-Shirt,Gym T-Shirt,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Textured, Smooth, Lightweight",Female,Navy Blue,Short sleeves,sport,"rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_112,Men's Long Sleeve Workout Top,Gym T-Shirt,Adults,L,Poly Blend,Mid-Range,Top wear,"Knit, Textured, Smooth, Lightweight",Male,"White, Grey detail",Full sleeves,sport,"rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_113,Men's Workout T-Shirt,Gym T-Shirt,Adults,L,Poly Blend,Mid-Range,Top wear,"Knit, Textured, Smooth, Lightweight",Male,Maroon/Burgundy,Short sleeves,sport,"rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_114,Women's Long Sleeve Workout Top,Gym T-Shirt,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Smooth, Fitted, Lightweight",Female,Maroon/Burgundy,Full sleeves,sport,"hourglass, rectangle, inverted triangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_115,Women's Silk Saree,Saree,Adults,L,Silk,High-Range,"Top wear, Bottom wear","Woven, Shiny, Brocade border, Patterned",Female,"Dark Green, Silver",N/A,"wedding, formal, party, seasonal","hourglass, rectangle, pear, inverted triangle, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_116,Women's Tissue Silk Saree,Saree,Adults,M,Tissue Silk,High-Range,"Top wear, Bottom wear","Shiny, Crinkled texture, Embellished border",Female,"Golden, Olive, Green",N/A,"wedding, formal, party, seasonal","hourglass, rectangle, pear, inverted triangle, apple","oval, round, square, heart, diamond, rectangular","dark, tan, olive, fair, light","warm, neutral"
APRL_117,Women's Embroidered Saree,Saree,Adults,M,Silk Blend/Georgette,High-Range,"Top wear, Bottom wear","Smooth, Embroidered, Textured",Female,"Light Purple, Silver",Full sleeves,"wedding, formal, party, seasonal","hourglass, rectangle, pear, inverted triangle, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_118,Women's Embellished Saree,Saree,Adults,M,Silk Blend/Georgette,High-Range,"Top wear, Bottom wear","Smooth, Embellished border, Flowy",Female,"Red, Maroon",Elbow sleeves,"wedding, formal, party, seasonal","hourglass, rectangle, pear, inverted triangle, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_119,Women's Ombre Saree,Saree,Adults,M,Chiffon/Georgette,Mid-Range,"Top wear, Bottom wear","Ombre effect, Embellished border, Flowy",Female,"Orange, Pink",N/A,"wedding, party, seasonal, vacation","hourglass, rectangle, pear, inverted triangle, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_120,Girls' Floral Lehenga Set,Lehenga,Kids,M,Organza/Silk Blend,Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral pattern, Sheer, Flared sleeves",Female,"Black, Brown, Pink, Gold",Short/Flared,"party, wedding, seasonal, formal","rectangle, pear, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_121,Women's Pleated Lehenga Set,Lehenga,Adults,M,Poly Blend/Metallic,High-Range,"Top wear, Bottom wear","Pleated, Shiny, Ombre effect, Textured",Female,"Purple, Gold",Sleeveless,"wedding, formal, party, seasonal","hourglass, rectangle, pear, inverted triangle, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_122,Girls' Embroidered Lehenga Set,Lehenga,Kids,M,Silk Blend,High-Range,"Top wear, Bottom wear","Embroidered, Printed, Festive tassels, Shiny",Female,"Pink, Gold",Sleeveless,"party, wedding, seasonal, formal","rectangle, pear, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_123,Women's Salwar Suit Set,Salwar Kameez,Adults,M,Silk Blend,High-Range,"Top wear, Bottom wear","Embroidered, Printed, Sheer dupatta, Textured",Female,"Salmon Pink, Gold, Green, Red (Embroidery)",Full sleeves,"wedding, formal, party, seasonal","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_124,Men's Sequined Sherwani Set,Sherwani,Adults,L,Poly Blend,High-Range,"Top wear, Bottom wear","Sequined, Shiny, Matte, Structured",Male,Black,Full sleeves,"wedding, formal, party","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_125,Men's Embroidered Sherwani Set,Sherwani,Adults,L,Silk Blend/Poly Blend,High-Range,"Top wear, Bottom wear","Embroidered, Patterned, Matte, Structured",Male,Blue,Full sleeves,"wedding, formal, party, seasonal","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_126,Men's Embroidered Sherwani Set,Sherwani,Adults,L,Silk Blend/Poly Blend,High-Range,"Top wear, Bottom wear","Embroidered, Patterned, Matte, Structured",Male,Cream/Off-white,Full sleeves,"wedding, formal, party, seasonal","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","dark, tan, olive, fair, light","warm, neutral"
APRL_127,Men's Printed Sherwani Set,Sherwani,Adults,L,Silk Blend/Poly Blend,High-Range,"Top wear, Bottom wear","Printed, Patterned, Matte, Structured",Male,"Light Blue, White",Full sleeves,"wedding, formal, party, seasonal","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_128,Men's Embroidered Sherwani Set,Sherwani,Adults,L,Silk Blend/Poly Blend,High-Range,"Top wear, Bottom wear","Embroidered, Mirror work, Matte, Structured",Male,"Purple, Silver",Full sleeves,"wedding, formal, party, seasonal","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_129,Women's Midi Dress,Gown,Adults,M,Poly Blend/Satin Blend,Mid-Range,"Top wear, Bottom wear","Smooth, Matte/Slight Sheen, Puff sleeves",Female,Red,Short sleeves (Puff),"party, wedding, formal, seasonal, vacation","hourglass, rectangle, inverted triangle, pear, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_130,Women's Floral Maxi Dress,Gown,Adults,M,Georgette/Poly Blend,Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral pattern, Tiered skirt, Flowy",Female,"Yellow, Orange (Printed)",Sleeveless,"casual, seasonal, vacation, party","rectangle, pear, apple, hourglass, inverted triangle","oval, round, square, heart, diamond, rectangular","dark, tan, olive, fair, light","warm, neutral, cool"
APRL_131,Women's Dotted Midi Dress,Gown,Adults,M,Chiffon/Poly Blend,Mid-Range,"Top wear, Bottom wear","Textured dots, Ruffled sleeves, Flowy",Female,Pink,Cap sleeves (Ruffle),"casual, seasonal, vacation, party","pear, apple, rectangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
APRL_132,Women's Maxi Dress,Gown,Adults,M,Poly Blend/Knit Blend,Mid-Range,"Top wear, Bottom wear","Smooth, Matte, Side slit",Female,Black,Sleeveless,"formal, party, wedding, seasonal","hourglass, rectangle, inverted triangle","oval, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_133,Women's Pleated Maxi Dress,Gown,Adults,XXL,Poly Blend,Mid-Range,"Top wear, Bottom wear","Pleated, Ombre effect, Flowy",Female,"Blue, Green, White (Ombre)",Cap sleeves,"casual, seasonal, vacation, party","apple, pear, rectangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
APRL_134,Men's Floral Blazer,Gown,Adults,L,Poly Blend/Jacquard,High-Range,Top wear,"Woven pattern, Floral texture, Shiny lapel",Male,Black,Full sleeves,"formal, party, wedding","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_135,Men's Textured Blazer,Tuxedo,Adults,L,Linen Blend/Cotton Blend,Mid-Range,Top wear,"Textured weave, Matte",Male,"Cream/Off-white, Black flecks",Full sleeves,"business, casual, formal, party, seasonal, vacation","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","dark, tan, olive, fair, light","warm, neutral"
APRL_136,Men's Shawl Lapel Blazer,Tuxedo,Adults,L,Poly Blend/Silk Blend,High-Range,Top wear,"Smooth, Matte, Satin lapel",Male,"Maroon/Burgundy, Black",Full sleeves,"formal, party, wedding","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_137,Men's Velvet Blazer,Tuxedo,Adults,L,"Velvet, Poly Blend",High-Range,Top wear,"Velvet, Soft, Shiny lapel",Male,"Dark Green, Black",Full sleeves,"formal, party, wedding, seasonal","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
APRL_138,Men's Shawl Lapel Blazer,Tuxedo,Adults,L,Poly Blend,High-Range,Top wear,"Smooth, Matte, Satin lapel",Male,"Blue, Black",Full sleeves,"formal, party, wedding","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
APRL_139,Men's Bandhgala Jacket,Tuxedo,Adults,L,Silk Blend/Jacquard,High-Range,Top wear,"Woven pattern, Textured, Matte",Male,"Maroon/Burgundy, Black",Full sleeves,"wedding, formal, party, seasonal","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_140,Girls' Crop Top and Skirt Set,Co-ord Set,Kids,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Textured stripes (top), Printed fabric (skirt), Knot detail",Female,"White (Top), Red, Multicolored (Skirt)",Sleeveless,"casual, seasonal, vacation, party","rectangle, pear, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"